seq_length,pct_hydrophobic,pct_polar,pct_charged_pos,pct_charged_neg,pct_special,subject_id,dataset,task,target,num_labels,primary_label
187,48.66,26.2,9.63,12.83,16.04,Meltome_Mixed_fb8570c0,Meltome_Mixed,regression,55.2923515773743,1,Thermostability
164,39.02,33.54,10.98,12.8,10.37,Meltome_Mixed_686577aa,Meltome_Mixed,regression,60.3115999802894,1,Thermostability
183,39.89,19.13,18.58,21.31,9.29,Meltome_Mixed_9718f16e,Meltome_Mixed,regression,64.9429300754743,1,Thermostability
191,38.22,33.51,12.04,14.14,13.61,Meltome_Mixed_153a143f,Meltome_Mixed,regression,60.5235107210381,1,Thermostability
199,45.73,26.13,8.54,14.57,14.07,Meltome_Mixed_321327a2,Meltome_Mixed,regression,47.0633803147009,1,Thermostability
199,45.73,26.13,8.54,14.57,14.07,Meltome_Mixed_321327a2,Meltome_Mixed,regression,53.0502909591108,1,Thermostability
270,46.67,28.15,9.63,13.33,11.85,Meltome_Mixed_5ead7332,Meltome_Mixed,regression,48.2552314952448,1,Thermostability
270,46.67,28.15,9.63,13.33,11.85,Meltome_Mixed_5ead7332,Meltome_Mixed,regression,45.2776340070878,1,Thermostability
132,47.73,30.3,10.61,9.85,15.91,Meltome_Mixed_e95dcf69,Meltome_Mixed,regression,65.0636342859897,1,Thermostability
132,47.73,30.3,10.61,9.85,15.91,Meltome_Mixed_e95dcf69,Meltome_Mixed,regression,44.5675398795475,1,Thermostability
134,47.01,26.12,11.94,11.94,8.96,Meltome_Mixed_ecdb1c0c,Meltome_Mixed,regression,57.4384183670399,1,Thermostability
134,47.01,26.12,11.94,11.94,8.96,Meltome_Mixed_ecdb1c0c,Meltome_Mixed,regression,46.8206586727995,1,Thermostability
193,46.11,33.68,4.15,11.92,18.13,Meltome_Mixed_ef0dad65,Meltome_Mixed,regression,52.861799560955,1,Thermostability
177,44.63,32.2,11.86,10.17,15.25,Meltome_Mixed_37da452f,Meltome_Mixed,regression,59.8079481427166,1,Thermostability
177,44.63,32.2,11.86,10.17,15.25,Meltome_Mixed_37da452f,Meltome_Mixed,regression,52.5329056619707,1,Thermostability
212,43.87,37.74,7.08,8.49,17.45,Meltome_Mixed_6dd1d924,Meltome_Mixed,regression,66.8616425726454,1,Thermostability
171,35.09,47.95,8.19,8.19,15.2,Meltome_Mixed_1f420626,Meltome_Mixed,regression,39.281069275191,1,Thermostability
289,39.79,39.79,7.96,10.73,14.19,Meltome_Mixed_3fe41c18,Meltome_Mixed,regression,64.5480997353703,1,Thermostability
289,39.79,39.79,7.96,10.73,14.19,Meltome_Mixed_3fe41c18,Meltome_Mixed,regression,66.2923277208466,1,Thermostability
254,56.69,22.83,11.02,7.09,13.39,Meltome_Mixed_395f94a9,Meltome_Mixed,regression,46.4098783587661,1,Thermostability
294,38.1,41.16,7.48,10.88,15.65,Meltome_Mixed_ed1b89a7,Meltome_Mixed,regression,51.6886358127787,1,Thermostability
294,38.1,41.16,7.48,10.88,15.65,Meltome_Mixed_ed1b89a7,Meltome_Mixed,regression,61.4967986540924,1,Thermostability
379,44.85,35.09,9.23,10.03,12.14,Meltome_Mixed_d7d8480d,Meltome_Mixed,regression,63.088189020179,1,Thermostability
365,41.37,36.99,10.41,9.04,18.9,Meltome_Mixed_7a00ae8c,Meltome_Mixed,regression,65.889286943979,1,Thermostability
113,41.59,45.13,7.08,5.31,13.27,Meltome_Mixed_9eddc944,Meltome_Mixed,regression,64.9336412456858,1,Thermostability
810,36.67,38.77,10.25,13.33,13.83,Meltome_Mixed_a903fc4f,Meltome_Mixed,regression,53.4579071798272,1,Thermostability
148,45.95,31.08,8.11,12.84,10.14,Meltome_Mixed_8c23dcd7,Meltome_Mixed,regression,44.0519692166921,1,Thermostability
186,40.86,26.88,12.37,14.52,13.44,Meltome_Mixed_a14f98a8,Meltome_Mixed,regression,59.7507626697868,1,Thermostability
186,40.86,26.88,12.37,14.52,13.44,Meltome_Mixed_a14f98a8,Meltome_Mixed,regression,40.7418008296985,1,Thermostability
406,42.86,35.47,8.13,11.08,17.49,Meltome_Mixed_d6474761,Meltome_Mixed,regression,53.128784789846,1,Thermostability
406,42.86,35.47,8.13,11.08,17.49,Meltome_Mixed_d6474761,Meltome_Mixed,regression,44.6059050225685,1,Thermostability
213,52.58,27.23,9.39,10.33,16.43,Meltome_Mixed_b314da77,Meltome_Mixed,regression,66.7670068750248,1,Thermostability
405,45.93,28.64,10.62,12.35,15.06,Meltome_Mixed_f90d6021,Meltome_Mixed,regression,57.0244783667641,1,Thermostability
405,45.93,28.64,10.62,12.35,15.06,Meltome_Mixed_f90d6021,Meltome_Mixed,regression,48.6133945899317,1,Thermostability
74,41.89,35.14,8.11,10.81,21.62,Meltome_Mixed_2af97904,Meltome_Mixed,regression,64.5686158940593,1,Thermostability
69,42.03,34.78,11.59,10.14,15.94,Meltome_Mixed_a681313b,Meltome_Mixed,regression,64.5187338270787,1,Thermostability
366,45.63,29.23,10.11,13.11,14.21,Meltome_Mixed_b8c84d6f,Meltome_Mixed,regression,51.7072846891133,1,Thermostability
366,45.63,29.23,10.11,13.11,14.21,Meltome_Mixed_b8c84d6f,Meltome_Mixed,regression,48.9544059899021,1,Thermostability
350,42.0,36.0,9.43,10.29,13.71,Meltome_Mixed_4fb159bd,Meltome_Mixed,regression,65.4197344185572,1,Thermostability
332,40.36,32.23,11.14,13.55,15.36,Meltome_Mixed_6dce545e,Meltome_Mixed,regression,53.4498972785788,1,Thermostability
332,40.36,32.23,11.14,13.55,15.36,Meltome_Mixed_6dce545e,Meltome_Mixed,regression,41.2128291606869,1,Thermostability
165,37.58,35.15,7.88,15.76,9.09,Meltome_Mixed_f280d9f9,Meltome_Mixed,regression,57.7267900233694,1,Thermostability
383,47.0,28.98,9.14,14.1,15.67,Meltome_Mixed_c16a16e2,Meltome_Mixed,regression,49.6914614388853,1,Thermostability
383,47.0,28.98,9.14,14.1,15.67,Meltome_Mixed_c16a16e2,Meltome_Mixed,regression,59.8512318584901,1,Thermostability
148,34.46,28.38,11.49,17.57,16.89,Meltome_Mixed_fb5cad1b,Meltome_Mixed,regression,64.0750375361341,1,Thermostability
469,43.71,28.57,10.02,14.29,16.84,Meltome_Mixed_db66e621,Meltome_Mixed,regression,66.7808931985678,1,Thermostability
469,43.71,28.57,10.02,14.29,16.84,Meltome_Mixed_db66e621,Meltome_Mixed,regression,61.4357930493276,1,Thermostability
201,45.77,26.87,11.94,13.43,11.94,Meltome_Mixed_d76a3d39,Meltome_Mixed,regression,54.2317311840403,1,Thermostability
201,45.77,26.87,11.94,13.43,11.94,Meltome_Mixed_d76a3d39,Meltome_Mixed,regression,48.9140309341023,1,Thermostability
273,46.89,30.04,8.79,10.62,18.32,Meltome_Mixed_dbf5255d,Meltome_Mixed,regression,58.0567975431981,1,Thermostability
274,43.43,32.85,10.58,12.04,13.87,Meltome_Mixed_45663484,Meltome_Mixed,regression,58.9060791091421,1,Thermostability
155,43.23,21.94,14.84,16.13,12.9,Meltome_Mixed_7b71740b,Meltome_Mixed,regression,53.2370905597605,1,Thermostability
434,43.55,34.56,8.53,11.52,13.82,Meltome_Mixed_f995a4b2,Meltome_Mixed,regression,40.8631985181584,1,Thermostability
262,44.66,33.97,8.4,11.07,11.83,Meltome_Mixed_0b06eab3,Meltome_Mixed,regression,44.6578770670404,1,Thermostability
168,42.86,33.93,11.9,9.52,16.67,Meltome_Mixed_75f1ddc0,Meltome_Mixed,regression,47.0073669746366,1,Thermostability
168,42.86,33.93,11.9,9.52,16.67,Meltome_Mixed_75f1ddc0,Meltome_Mixed,regression,40.8675066257442,1,Thermostability
715,42.52,31.61,10.21,12.31,14.55,Meltome_Mixed_b640034e,Meltome_Mixed,regression,45.975823939993,1,Thermostability
382,42.93,30.63,11.26,13.09,12.3,Meltome_Mixed_6a663e41,Meltome_Mixed,regression,46.5766973279406,1,Thermostability
214,45.79,26.17,9.35,17.29,8.88,Meltome_Mixed_2743f67b,Meltome_Mixed,regression,45.1603633570966,1,Thermostability
214,45.79,26.17,9.35,17.29,8.88,Meltome_Mixed_2743f67b,Meltome_Mixed,regression,65.0439984330738,1,Thermostability
190,46.84,31.05,6.84,11.05,13.16,Meltome_Mixed_8f4568e7,Meltome_Mixed,regression,50.1058504561267,1,Thermostability
190,46.84,31.05,6.84,11.05,13.16,Meltome_Mixed_8f4568e7,Meltome_Mixed,regression,52.4064063365933,1,Thermostability
489,40.7,28.63,12.68,15.34,11.45,Meltome_Mixed_2d10212c,Meltome_Mixed,regression,55.4203069817896,1,Thermostability
489,40.7,28.63,12.68,15.34,11.45,Meltome_Mixed_2d10212c,Meltome_Mixed,regression,45.797454101786,1,Thermostability
303,44.88,31.35,8.25,11.55,14.85,Meltome_Mixed_6b68f148,Meltome_Mixed,regression,58.4948836379101,1,Thermostability
309,48.87,29.77,7.77,11.65,15.21,Meltome_Mixed_41d73484,Meltome_Mixed,regression,49.7620335207008,1,Thermostability
309,48.87,29.77,7.77,11.65,15.21,Meltome_Mixed_41d73484,Meltome_Mixed,regression,59.4577838453615,1,Thermostability
386,44.04,30.83,9.84,11.4,12.44,Meltome_Mixed_d3e39be2,Meltome_Mixed,regression,48.4501087094145,1,Thermostability
386,44.04,30.83,9.84,11.4,12.44,Meltome_Mixed_d3e39be2,Meltome_Mixed,regression,45.4615994412898,1,Thermostability
346,44.51,24.86,13.58,15.32,11.56,Meltome_Mixed_ff9d2182,Meltome_Mixed,regression,52.9431232511597,1,Thermostability
346,44.51,24.86,13.58,15.32,11.56,Meltome_Mixed_ff9d2182,Meltome_Mixed,regression,57.1223263733649,1,Thermostability
241,40.66,27.8,12.45,16.6,8.71,Meltome_Mixed_c985a3c3,Meltome_Mixed,regression,47.9466755097028,1,Thermostability
241,40.66,27.8,12.45,16.6,8.71,Meltome_Mixed_c985a3c3,Meltome_Mixed,regression,51.8953798533456,1,Thermostability
196,35.2,31.12,5.1,18.37,27.55,Meltome_Mixed_d846b344,Meltome_Mixed,regression,49.4352519750306,1,Thermostability
206,46.6,28.64,8.74,14.08,17.96,Meltome_Mixed_70d716e7,Meltome_Mixed,regression,63.1745055857447,1,Thermostability
93,45.16,26.88,13.98,9.68,19.35,Meltome_Mixed_f9de7146,Meltome_Mixed,regression,50.5201201471684,1,Thermostability
269,52.04,27.88,8.55,10.04,15.61,Meltome_Mixed_ad28a8bf,Meltome_Mixed,regression,63.0120703164086,1,Thermostability
269,52.04,27.88,8.55,10.04,15.61,Meltome_Mixed_ad28a8bf,Meltome_Mixed,regression,44.3155969876475,1,Thermostability
784,43.37,25.64,14.03,15.18,13.01,Meltome_Mixed_ce48f6ed,Meltome_Mixed,regression,47.350671870647,1,Thermostability
784,43.37,25.64,14.03,15.18,13.01,Meltome_Mixed_ce48f6ed,Meltome_Mixed,regression,42.9855600200463,1,Thermostability
178,42.7,25.84,12.92,16.85,11.8,Meltome_Mixed_83e24d1b,Meltome_Mixed,regression,58.0597351796301,1,Thermostability
178,42.7,25.84,12.92,16.85,11.8,Meltome_Mixed_83e24d1b,Meltome_Mixed,regression,47.9799926347594,1,Thermostability
152,48.03,24.34,11.18,13.82,17.11,Meltome_Mixed_dc744fab,Meltome_Mixed,regression,63.4090932580517,1,Thermostability
152,48.03,24.34,11.18,13.82,17.11,Meltome_Mixed_dc744fab,Meltome_Mixed,regression,59.360943909388,1,Thermostability
714,45.52,31.65,9.94,11.9,12.46,Meltome_Mixed_278f5526,Meltome_Mixed,regression,48.0948970081418,1,Thermostability
714,45.52,31.65,9.94,11.9,12.46,Meltome_Mixed_278f5526,Meltome_Mixed,regression,50.0904159939245,1,Thermostability
90,47.78,24.44,7.78,18.89,10.0,Meltome_Mixed_f957fc3f,Meltome_Mixed,regression,46.4901124677991,1,Thermostability
90,47.78,24.44,7.78,18.89,10.0,Meltome_Mixed_f957fc3f,Meltome_Mixed,regression,55.8893899674838,1,Thermostability
246,38.62,29.27,12.6,15.04,16.26,Meltome_Mixed_060a51c9,Meltome_Mixed,regression,51.9598497229673,1,Thermostability
246,38.62,29.27,12.6,15.04,16.26,Meltome_Mixed_060a51c9,Meltome_Mixed,regression,44.6858070898934,1,Thermostability
474,45.78,26.58,11.39,13.5,17.93,Meltome_Mixed_631f444e,Meltome_Mixed,regression,57.383313104841,1,Thermostability
474,45.78,26.58,11.39,13.5,17.93,Meltome_Mixed_631f444e,Meltome_Mixed,regression,48.1673888103843,1,Thermostability
321,40.19,35.51,8.72,12.46,16.82,Meltome_Mixed_7adccd89,Meltome_Mixed,regression,58.2944220856309,1,Thermostability
321,40.19,35.51,8.72,12.46,16.82,Meltome_Mixed_7adccd89,Meltome_Mixed,regression,64.8159109490324,1,Thermostability
238,39.08,28.15,13.03,17.23,13.45,Meltome_Mixed_1917eff5,Meltome_Mixed,regression,46.8764805710667,1,Thermostability
238,39.08,28.15,13.03,17.23,13.45,Meltome_Mixed_1917eff5,Meltome_Mixed,regression,56.379291478339,1,Thermostability
304,48.03,25.66,12.83,12.5,15.13,Meltome_Mixed_00f16035,Meltome_Mixed,regression,57.5056253609363,1,Thermostability
304,48.03,25.66,12.83,12.5,15.13,Meltome_Mixed_00f16035,Meltome_Mixed,regression,48.7738961779686,1,Thermostability
891,46.46,28.73,10.89,11.67,13.8,Meltome_Mixed_74428bf0,Meltome_Mixed,regression,42.6731260735316,1,Thermostability
367,45.5,32.7,9.26,11.17,15.26,Meltome_Mixed_6214d45c,Meltome_Mixed,regression,57.4118910112932,1,Thermostability
367,45.5,32.7,9.26,11.17,15.26,Meltome_Mixed_6214d45c,Meltome_Mixed,regression,60.7763088662002,1,Thermostability
111,38.74,27.93,8.11,20.72,14.41,Meltome_Mixed_65886732,Meltome_Mixed,regression,64.7177419278086,1,Thermostability
222,44.14,28.83,12.16,10.36,18.47,Meltome_Mixed_37921dab,Meltome_Mixed,regression,48.631637177471,1,Thermostability
382,48.69,28.01,8.64,12.3,17.54,Meltome_Mixed_a7952e21,Meltome_Mixed,regression,60.6576385478118,1,Thermostability
382,48.69,28.01,8.64,12.3,17.54,Meltome_Mixed_a7952e21,Meltome_Mixed,regression,49.7977362283251,1,Thermostability
367,48.77,29.7,6.81,12.26,16.35,Meltome_Mixed_41885b05,Meltome_Mixed,regression,66.8942440105023,1,Thermostability
367,48.77,29.7,6.81,12.26,16.35,Meltome_Mixed_41885b05,Meltome_Mixed,regression,57.5225478692119,1,Thermostability
410,46.34,30.0,9.27,11.22,15.61,Meltome_Mixed_3717bd7a,Meltome_Mixed,regression,54.7404413283481,1,Thermostability
410,46.34,30.0,9.27,11.22,15.61,Meltome_Mixed_3717bd7a,Meltome_Mixed,regression,46.9553570501922,1,Thermostability
228,42.98,29.82,10.09,13.6,16.67,Meltome_Mixed_4f52cdec,Meltome_Mixed,regression,54.839089150407,1,Thermostability
228,42.98,29.82,10.09,13.6,16.67,Meltome_Mixed_4f52cdec,Meltome_Mixed,regression,44.9398234345303,1,Thermostability
578,43.08,31.31,10.21,12.98,17.65,Meltome_Mixed_cf1c3c05,Meltome_Mixed,regression,62.4256198435115,1,Thermostability
530,40.75,30.57,11.51,15.66,12.64,Meltome_Mixed_d277b457,Meltome_Mixed,regression,44.5586681794192,1,Thermostability
530,40.75,30.57,11.51,15.66,12.64,Meltome_Mixed_d277b457,Meltome_Mixed,regression,42.7838296765226,1,Thermostability
185,37.3,40.54,7.57,11.35,17.3,Meltome_Mixed_80f9398e,Meltome_Mixed,regression,52.4140329014178,1,Thermostability
241,43.98,25.73,12.03,14.94,14.52,Meltome_Mixed_5b94fca7,Meltome_Mixed,regression,51.6614359974989,1,Thermostability
241,43.98,25.73,12.03,14.94,14.52,Meltome_Mixed_5b94fca7,Meltome_Mixed,regression,43.4258635125828,1,Thermostability
96,40.62,27.08,15.62,14.58,8.33,Meltome_Mixed_f4829443,Meltome_Mixed,regression,51.4233808801197,1,Thermostability
251,42.63,34.66,10.76,9.96,13.15,Meltome_Mixed_fa672268,Meltome_Mixed,regression,51.6938343994938,1,Thermostability
251,42.63,34.66,10.76,9.96,13.15,Meltome_Mixed_fa672268,Meltome_Mixed,regression,53.7095468192781,1,Thermostability
555,40.9,27.39,13.51,16.22,14.77,Meltome_Mixed_d06e7bef,Meltome_Mixed,regression,45.0845651935565,1,Thermostability
555,40.9,27.39,13.51,16.22,14.77,Meltome_Mixed_d06e7bef,Meltome_Mixed,regression,44.4449798096148,1,Thermostability
84,42.86,32.14,9.52,11.9,13.1,Meltome_Mixed_17762f76,Meltome_Mixed,regression,49.437209920947,1,Thermostability
84,42.86,32.14,9.52,11.9,13.1,Meltome_Mixed_17762f76,Meltome_Mixed,regression,61.0812539651896,1,Thermostability
184,40.76,34.78,9.24,12.5,18.48,Meltome_Mixed_7a67a861,Meltome_Mixed,regression,64.78920652486,1,Thermostability
251,43.03,30.28,12.35,9.56,18.73,Meltome_Mixed_5e314b5d,Meltome_Mixed,regression,57.9968198859635,1,Thermostability
347,46.11,29.97,9.8,12.68,17.29,Meltome_Mixed_73d2ba4e,Meltome_Mixed,regression,46.3145185769915,1,Thermostability
347,46.11,29.97,9.8,12.68,17.29,Meltome_Mixed_73d2ba4e,Meltome_Mixed,regression,44.962845455333,1,Thermostability
70,38.57,38.57,10.0,11.43,18.57,Meltome_Mixed_40785a82,Meltome_Mixed,regression,64.1501859444098,1,Thermostability
69,43.48,34.78,10.14,10.14,17.39,Meltome_Mixed_2438b215,Meltome_Mixed,regression,64.6607159753581,1,Thermostability
112,44.64,21.43,15.18,17.86,12.5,Meltome_Mixed_8ceb698f,Meltome_Mixed,regression,66.9389103603994,1,Thermostability
85,41.18,35.29,9.41,11.76,11.76,Meltome_Mixed_30f33c2d,Meltome_Mixed,regression,54.5604018757922,1,Thermostability
142,40.14,26.76,17.61,10.56,17.61,Meltome_Mixed_33e7dc7d,Meltome_Mixed,regression,48.3897462823968,1,Thermostability
239,46.03,23.43,14.23,15.06,13.39,Meltome_Mixed_d8521a76,Meltome_Mixed,regression,48.3154179424077,1,Thermostability
239,46.03,23.43,14.23,15.06,13.39,Meltome_Mixed_d8521a76,Meltome_Mixed,regression,49.6170136688513,1,Thermostability
77,45.45,31.17,9.09,12.99,16.88,Meltome_Mixed_3ee66204,Meltome_Mixed,regression,64.3404672928666,1,Thermostability
219,46.12,25.57,12.33,11.87,17.81,Meltome_Mixed_0de6f5d1,Meltome_Mixed,regression,51.6755804909637,1,Thermostability
319,41.07,25.71,17.24,12.54,15.05,Meltome_Mixed_3a515f0a,Meltome_Mixed,regression,55.3320172186518,1,Thermostability
319,41.07,25.71,17.24,12.54,15.05,Meltome_Mixed_3a515f0a,Meltome_Mixed,regression,57.6449326192625,1,Thermostability
231,42.42,27.71,10.82,14.29,17.32,Meltome_Mixed_fa03fcb6,Meltome_Mixed,regression,47.4935275484498,1,Thermostability
231,42.42,27.71,10.82,14.29,17.32,Meltome_Mixed_fa03fcb6,Meltome_Mixed,regression,45.3175398596634,1,Thermostability
305,47.54,28.85,11.48,12.13,8.52,Meltome_Mixed_387f8d47,Meltome_Mixed,regression,47.8576151663885,1,Thermostability
124,42.74,36.29,9.68,6.45,16.13,Meltome_Mixed_eda5dee7,Meltome_Mixed,regression,62.2588656896516,1,Thermostability
220,56.82,30.45,6.36,3.18,15.91,Meltome_Mixed_c73ca695,Meltome_Mixed,regression,56.1179993643457,1,Thermostability
432,58.1,29.17,6.02,5.09,15.05,Meltome_Mixed_90c1c4f9,Meltome_Mixed,regression,65.4349637503755,1,Thermostability
413,45.28,25.42,13.08,12.59,15.01,Meltome_Mixed_f6a90e84,Meltome_Mixed,regression,51.6919285017677,1,Thermostability
413,45.28,25.42,13.08,12.59,15.01,Meltome_Mixed_f6a90e84,Meltome_Mixed,regression,44.7061817197282,1,Thermostability
185,47.57,28.65,10.81,11.89,15.14,Meltome_Mixed_8d77f686,Meltome_Mixed,regression,65.404529538061,1,Thermostability
185,47.57,28.65,10.81,11.89,15.14,Meltome_Mixed_8d77f686,Meltome_Mixed,regression,55.665157469856,1,Thermostability
460,43.26,26.3,12.83,14.78,8.91,Meltome_Mixed_b2cd9c65,Meltome_Mixed,regression,47.4629833129566,1,Thermostability
565,48.67,28.85,9.73,9.56,13.81,Meltome_Mixed_6940b27d,Meltome_Mixed,regression,49.7126141768578,1,Thermostability
204,56.86,25.49,7.35,7.84,18.63,Meltome_Mixed_401df03a,Meltome_Mixed,regression,60.4010382541574,1,Thermostability
204,56.86,25.49,7.35,7.84,18.63,Meltome_Mixed_401df03a,Meltome_Mixed,regression,47.4491154080062,1,Thermostability
416,58.17,29.81,7.69,3.61,12.02,Meltome_Mixed_5e48f84a,Meltome_Mixed,regression,64.6629642580412,1,Thermostability
297,47.47,26.26,11.78,13.13,14.14,Meltome_Mixed_82b18d47,Meltome_Mixed,regression,46.1956658332422,1,Thermostability
297,47.47,26.26,11.78,13.13,14.14,Meltome_Mixed_82b18d47,Meltome_Mixed,regression,42.0734719765439,1,Thermostability
142,44.37,25.35,11.97,13.38,14.08,Meltome_Mixed_438a6158,Meltome_Mixed,regression,63.6408185995492,1,Thermostability
142,44.37,25.35,11.97,13.38,14.08,Meltome_Mixed_438a6158,Meltome_Mixed,regression,59.3741621424722,1,Thermostability
316,47.15,25.63,8.54,14.24,16.14,Meltome_Mixed_716e68a9,Meltome_Mixed,regression,51.5566480154392,1,Thermostability
316,47.15,25.63,8.54,14.24,16.14,Meltome_Mixed_716e68a9,Meltome_Mixed,regression,53.5501120354685,1,Thermostability
234,55.56,33.33,6.84,4.27,8.12,Meltome_Mixed_579da4df,Meltome_Mixed,regression,66.0478242821368,1,Thermostability
234,55.56,33.33,6.84,4.27,8.12,Meltome_Mixed_579da4df,Meltome_Mixed,regression,64.1753137356228,1,Thermostability
107,39.25,34.58,10.28,14.95,15.89,Meltome_Mixed_e8b7d769,Meltome_Mixed,regression,52.0740751177507,1,Thermostability
414,57.25,32.37,5.56,3.38,15.46,Meltome_Mixed_ed254db0,Meltome_Mixed,regression,45.762612623988,1,Thermostability
429,58.28,28.67,6.29,4.9,13.75,Meltome_Mixed_a2d33d25,Meltome_Mixed,regression,45.2554430961486,1,Thermostability
242,44.63,32.23,9.5,10.74,13.64,Meltome_Mixed_70563109,Meltome_Mixed,regression,52.5468456163064,1,Thermostability
242,44.63,32.23,9.5,10.74,13.64,Meltome_Mixed_70563109,Meltome_Mixed,regression,41.3618191755981,1,Thermostability
327,46.48,28.75,10.4,11.62,15.9,Meltome_Mixed_d03839ac,Meltome_Mixed,regression,62.547733349269,1,Thermostability
327,46.48,28.75,10.4,11.62,15.9,Meltome_Mixed_d03839ac,Meltome_Mixed,regression,41.0149212832165,1,Thermostability
241,46.89,24.48,12.86,13.28,12.86,Meltome_Mixed_38cdb0da,Meltome_Mixed,regression,51.348799750158,1,Thermostability
241,46.89,24.48,12.86,13.28,12.86,Meltome_Mixed_38cdb0da,Meltome_Mixed,regression,41.5658899391831,1,Thermostability
257,41.63,33.46,11.28,12.06,11.67,Meltome_Mixed_89f4e395,Meltome_Mixed,regression,56.5916977351498,1,Thermostability
257,41.63,33.46,11.28,12.06,11.67,Meltome_Mixed_89f4e395,Meltome_Mixed,regression,44.6873035751265,1,Thermostability
330,43.33,30.0,13.33,10.61,14.55,Meltome_Mixed_8363268f,Meltome_Mixed,regression,49.6440848569741,1,Thermostability
330,43.33,30.0,13.33,10.61,14.55,Meltome_Mixed_8363268f,Meltome_Mixed,regression,52.1287280334106,1,Thermostability
268,44.03,28.73,12.69,11.19,14.18,Meltome_Mixed_5b86580b,Meltome_Mixed,regression,51.541540435343,1,Thermostability
268,44.03,28.73,12.69,11.19,14.18,Meltome_Mixed_5b86580b,Meltome_Mixed,regression,57.3326612841807,1,Thermostability
644,45.19,27.48,12.42,13.51,15.99,Meltome_Mixed_be9a89b7,Meltome_Mixed,regression,54.2054891691798,1,Thermostability
205,36.1,37.56,10.24,12.68,18.54,Meltome_Mixed_1012a7f9,Meltome_Mixed,regression,61.9471032878856,1,Thermostability
294,39.12,33.33,10.2,13.61,17.35,Meltome_Mixed_75cef5c2,Meltome_Mixed,regression,65.2160560839114,1,Thermostability
328,35.98,39.33,10.67,10.67,19.21,Meltome_Mixed_68fae633,Meltome_Mixed,regression,58.4634256411861,1,Thermostability
328,35.98,39.33,10.67,10.67,19.21,Meltome_Mixed_68fae633,Meltome_Mixed,regression,53.3612857395271,1,Thermostability
162,46.3,33.33,7.41,10.49,17.28,Meltome_Mixed_d3def59d,Meltome_Mixed,regression,51.0298610711534,1,Thermostability
290,43.45,30.69,10.0,13.1,16.21,Meltome_Mixed_8661b27e,Meltome_Mixed,regression,51.1125121294601,1,Thermostability
86,44.19,20.93,13.95,19.77,5.81,Meltome_Mixed_81df583a,Meltome_Mixed,regression,46.1584505946261,1,Thermostability
91,38.46,26.37,16.48,17.58,7.69,Meltome_Mixed_42aa88b8,Meltome_Mixed,regression,61.5447564600094,1,Thermostability
117,47.01,18.8,14.53,19.66,11.11,Meltome_Mixed_ddf54e2a,Meltome_Mixed,regression,49.3069615354565,1,Thermostability
124,37.1,34.68,9.68,15.32,8.06,Meltome_Mixed_59f4d82c,Meltome_Mixed,regression,44.9607093224363,1,Thermostability
124,37.1,34.68,9.68,15.32,8.06,Meltome_Mixed_59f4d82c,Meltome_Mixed,regression,55.2660952341055,1,Thermostability
159,47.8,24.53,13.84,11.95,15.09,Meltome_Mixed_677dcd55,Meltome_Mixed,regression,48.1300533896968,1,Thermostability
159,47.8,24.53,13.84,11.95,15.09,Meltome_Mixed_677dcd55,Meltome_Mixed,regression,54.2593730485321,1,Thermostability
156,48.08,27.56,11.54,11.54,8.33,Meltome_Mixed_8c0fc28a,Meltome_Mixed,regression,60.7215948364708,1,Thermostability
70,44.29,30.0,11.43,10.0,15.71,Meltome_Mixed_be3bffad,Meltome_Mixed,regression,53.9842337533218,1,Thermostability
122,45.08,26.23,13.93,12.3,16.39,Meltome_Mixed_8d241ef6,Meltome_Mixed,regression,54.70852521822,1,Thermostability
122,45.08,26.23,13.93,12.3,16.39,Meltome_Mixed_8d241ef6,Meltome_Mixed,regression,53.4210628335802,1,Thermostability
415,50.6,29.64,8.92,8.67,11.33,Meltome_Mixed_ce163b9d,Meltome_Mixed,regression,56.893760408886,1,Thermostability
415,50.6,29.64,8.92,8.67,11.33,Meltome_Mixed_ce163b9d,Meltome_Mixed,regression,45.1732505370863,1,Thermostability
105,42.86,28.57,8.57,17.14,11.43,Meltome_Mixed_6721040d,Meltome_Mixed,regression,49.6868275842023,1,Thermostability
160,36.88,26.88,13.12,19.38,11.25,Meltome_Mixed_0754593e,Meltome_Mixed,regression,52.9077066885553,1,Thermostability
97,38.14,24.74,20.62,15.46,7.22,Meltome_Mixed_0782f6f2,Meltome_Mixed,regression,57.0968184901646,1,Thermostability
97,64.95,19.59,8.25,5.15,13.4,Meltome_Mixed_1ed53625,Meltome_Mixed,regression,57.0290614983095,1,Thermostability
218,50.46,27.98,8.26,11.47,20.64,Meltome_Mixed_580e1ef1,Meltome_Mixed,regression,50.1004720678755,1,Thermostability
253,47.04,24.9,10.28,11.46,18.18,Meltome_Mixed_7594e119,Meltome_Mixed,regression,53.0551961968566,1,Thermostability
253,47.04,24.9,10.28,11.46,18.18,Meltome_Mixed_7594e119,Meltome_Mixed,regression,40.6714305974149,1,Thermostability
306,45.75,34.64,8.5,9.48,18.63,Meltome_Mixed_72687302,Meltome_Mixed,regression,45.5469368677485,1,Thermostability
306,45.75,34.64,8.5,9.48,18.63,Meltome_Mixed_72687302,Meltome_Mixed,regression,46.7982545690376,1,Thermostability
127,43.31,25.2,11.81,13.39,8.66,Meltome_Mixed_9dbf9ce8,Meltome_Mixed,regression,54.7156221960114,1,Thermostability
